can_rate,num_votes,rating,tconst,title,type,year,cast_summary,certification,creators,credits,directors_summary,genres,plot_outline,plots,release_date,runtime,tagline,trailers,writers_summary
True,1729142,9.3,tt0111161,The Shawshank Redemption,feature,1994,"[<Person: Tim Robbins (nm0000209)>, <Person: Morgan Freeman (nm0000151)>, <Person: Bob Gunton (nm0348409)>, <Person: William Sadler (nm0006669)>]",R,[],"[<Person: Frank Darabont (nm0001104)>, <Person: Tim Robbins (nm0000209)>, <Person: Morgan Freeman (nm0000151)>, <Person: Bob Gunton (nm0348409)>, <Person: William Sadler (nm0006669)>, <Person: Clancy Brown (nm0000317)>, <Person: Gil Bellows (nm0004743)>, <Person: Mark Rolston (nm0001679)>, <Person: James Whitmore (nm0926235)>, <Person: Jeffrey DeMunn (nm0218810)>, <Person: Larry Brandenburg (nm0104594)>, <Person: Neil Giuntoli (nm0321358)>, <Person: Brian Libby (nm0508742)>, <Person: David Proval (nm0698998)>, <Person: Joseph Ragno (nm0706554)>, <Person: Jude Ciccolella (nm0161980)>, <Person: Paul McCrane (nm0005204)>, <Person: Renee Blaine (nm0086169)>, <Person: Scott Mann (nm0542957)>, <Person: John Horton (nm0395612)>, <Person: Gordon Greene (nm2939075)>, <Person: Alfonso Freeman (nm0293285)>, <Person: V.J. Foster (nm0288106)>, <Person: John E. Summers (nm0838734)>, <Person: Frank Medrano (nm0535084)>, <Person: Mack Miles (nm0587183)>, <Person: Alan R. Kessler (nm0450287)>, <Person: Morgan Lund (nm0526218)>, <Person: Cornell Wallace (nm0908581)>, <Person: Gary Lee Davis (nm0204632)>, <Person: Neil Summers (nm0838612)>, <Person: Ned Bellamy (nm0068709)>, <Person: Joe Pecoraro (nm0669787)>, <Person: Harold E. Cope Jr. (nm0178535)>, <Person: Brian Delate (nm0216507)>, <Person: Don McManus (nm0573134)>, <Person: Donald Zinn (nm0957014)>, <Person: Dorothy Silver (nm0798685)>, <Person: Robert Haley (nm0355121)>, <Person: Dana Snyder (nm0811432)>, <Person: John D. Craig (nm0185905)>, <Person: Ken Magee (nm0535850)>, <Person: Eugene C. DePasquale (nm0195920)>, <Person: Bill Bolender (nm0092877)>, <Person: Ron Newell (nm0627830)>, <Person: John R. Woodward (nm0003440)>, <Person: Chuck Brauchler (nm0105623)>, <Person: Dion Anderson (nm0026627)>, <Person: Claire Slemmer (nm0805731)>, <Person: James Kisicki (nm0457267)>, <Person: Rohn Thomas (nm0859459)>, <Person: Charlie Kearns (nm0443989)>, <Person: Rob Reider (nm0717493)>, <Person: Brian Brophy (nm0112393)>, <Person: Paul Kennedy (nm0448271)>, <Person: James Babson (nm1186736)>, <Person: Dennis Baker (nm1042077)>, <Person: Fred Culbertson (nm0191355)>, <Person: Richard Doone (nm1152611)>, <Person: Rita Hayworth (nm0000028)>, <Person: David Hecht (nm0372949)>, <Person: Alonzo F. Jones (nm1115889)>, <Person: Gary Jones (nm4688815)>, <Person: Sergio Kato (nm1415992)>, <Person: Michael Lightsey (nm0510027)>, <Person: Chris Page (nm5232399)>, <Person: Brad Pyner (nm7748717)>, <Person: Neil Riddaway (nm5432303)>, <Person: Brad Spencer (nm0817875)>, <Person: Jodiviah Stepp (nm0827368)>, <Person: Liz Glotzer (nm0323065)>, <Person: David V. Lester (nm0504434)>, <Person: Niki Marvin (nm0555550)>, <Person: Thomas Newman (nm0002353)>, <Person: Roger Deakins (nm0005683)>, <Person: Richard Francis-Bruce (nm0290358)>, <Person: Deborah Aquila (nm0032597)>, <Person: Terence Marsh (nm0550671)>, <Person: Peter Landsdown Smith (nm0809593)>, <Person: Michael Seirton (nm0782661)>, <Person: Elizabeth McBride (nm0564296)>, <Person: Roy Bryson (nm0117474)>, <Person: Jeni Lee Dinkel (nm0227750)>, <Person: Kevin Haney (nm0359790)>, <Person: Philip Ivey (nm0412396)>, <Person: Pamela Priest (nm0697343)>, <Person: Monty Westmore (nm0922881)>, <Person: Kokayi Ampah (nm0025346)>, <Person: David V. Lester (nm0504434)>, <Person: Sue Bea Montgomery (nm0067981)>, <Person: Michael Greenwood (nm0339367)>, <Person: Thomas Schellenberg (nm0770771)>, <Person: John R. Woodward (nm0003440)>, <Person: Jesse V. Johnson (nm0425364)>, <Person: Peter Allen (nm0020907)>, <Person: Lee Lee Baird (nm0047890)>, <Person: Bob Baker (nm0048277)>, <Person: John Barbera (nm0053483)>, <Person: Earl F. Betts (nm0079427)>, <Person: Glen Blanton (nm0087618)>, ...]",[<Person: Frank Darabont (nm0001104)>],"[Crime, Drama]","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","[Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red., Story of a hot-shot American banker Andrew Dufresne who finds himself to be an inmate at the Shawshank prison for a crime he says he didn't commit, the murder of his wife and her lover. The movie revolves around Andy's take on this drastic transformation, his journey as an inmate in the prison during which he befriends Red, a fellow inmate as well as gains the respect of his friends., After the murder of his wife, hotshot banker Andrew Dufresne is sent to Shawshank Prison, where the usual unpleasantness occurs. Over the years, he retains hope and eventually gains the respect of his fellow inmates, especially longtime convict ""Red"" Redding, a black marketeer, and becomes influential within the prison. Eventually, Andrew achieves his ends on his own terms., Andy Dufresne is sent to Shawshank Prison for the murder of his wife and her secret lover. He is very isolated and lonely at first, but realizes there is something deep inside your body that people can't touch or get to....'HOPE'. Andy becomes friends with prison 'fixer' Red, and Andy epitomizes why it is crucial to have dreams. His spirit and determination lead us into a world full of imagination, one filled with courage and desire. Will Andy ever realize his dreams?, Bank Merchant Andy Dufresne is convicted of the murder of his wife and her lover, and sentenced to life imprisonment at Shawshank prison. Life seems to have taken a turn for the worse, but fortunately Andy befriends some of the other inmates, in particular a character known only as Red. Over time Andy finds ways to live out life with relative ease as one can in a prison, leaving a message for all that while the body may be locked away in a cell, the spirit can never be truly imprisoned.]",1994-10-14,8520.0,Fear can hold you prisoner. Hope can set you free.,"[{u'url': u'http://video-http.media-imdb.com/MV5BNmMwNDVkYzgtYjBjYi00ZGI0LWFjZjMtZWQxYjA4MTYxNjNkXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1479524265&Signature=OnZAg4m2Bi5kVrSUzOTwPdC8bVi58H-NB7okJ5UTJvIIaEEBtOiXf5bFrwFsIvx81FAxL3wEMfofR-nN2PRI8ZzNhGoIeP7HWDx5mXukhDjJzCYTkp8WTngpYXLUjQNXT0TV8jfcnzgopyMT9-HsXtCbok~x8MQtKRAPUrrSFN0_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'iPhone 3G'}, {u'url': u'http://video-http.media-imdb.com/MV5BYjE0YjMxOTgtNjlmYS00NDA5LTgwZWItODFkMGI2NTM0ZmE4XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1479524265&Signature=El8uRXxdPCV28oCqNsXu8PeyDpIe1qbcElJs3uJwb8eMjOSOn2YwHAQjWUN2g-b7I0EpiSU8qSOvMpGJd9Km5MW-WpSG5ypLZ2Gr0nV1NZlr~~tNs-FLoS4eqghuUd-x~3RYgXp~cHG9Tz9Y-FYIHb9SBQKQL0qHzGrC8WNlUSw_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'H.264 Fire 600'}, {u'url': u'http://video-http.media-imdb.com/MV5BODlhNjU1YjQtOTQyOS00MmY2LWFlZTgtODg1ZjY1N2NjNDMyXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1479524265&Signature=tR2fAG5t3E9050uOquglkJm1F826~dm1GmH9L7h6MFOO8DK3HWIcPKQptTlKVODU80v-2chIUo-qRKF646f3t3pgST2EpX76DlihCbFAvboFpjeEsWAwyfJcKF9qE2jKHfAkMUnB1CaQ46WMuY3c-pfzxHPUJBIyF7M0y15gFX4_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'HD 480p'}]","[<Person: Stephen King (nm0000175)>, <Person: Frank Darabont (nm0001104)>]"
True,1181594,9.2,tt0068646,The Godfather,feature,1972,"[<Person: Marlon Brando (nm0000008)>, <Person: Al Pacino (nm0000199)>, <Person: James Caan (nm0001001)>, <Person: Diane Keaton (nm0000473)>]",R,[],"[<Person: Francis Ford Coppola (nm0000338)>, <Person: Marlon Brando (nm0000008)>, <Person: Al Pacino (nm0000199)>, <Person: James Caan (nm0001001)>, <Person: Richard S. Castellano (nm0144710)>, <Person: Robert Duvall (nm0000380)>, <Person: Sterling Hayden (nm0001330)>, <Person: John Marley (nm0549134)>, <Person: Richard Conte (nm0002017)>, <Person: Al Lettieri (nm0504803)>, <Person: Diane Keaton (nm0000473)>, <Person: Abe Vigoda (nm0001820)>, <Person: Talia Shire (nm0001735)>, <Person: Gianni Russo (nm0751625)>, <Person: John Cazale (nm0001030)>, <Person: Rudy Bond (nm0094036)>, <Person: Al Martino (nm0553887)>, <Person: Morgana King (nm0455088)>, <Person: Lenny Montana (nm0598926)>, <Person: John Martino (nm0553908)>, <Person: Salvatore Corsitto (nm0181128)>, <Person: Richard Bright (nm0109175)>, <Person: Alex Rocco (nm0733678)>, <Person: Tony Giorgio (nm0320413)>, <Person: Vito Scotti (nm0780005)>, <Person: Tere Livrano (nm0515372)>, <Person: Victor Rendina (nm0719353)>, <Person: Jeannie Linero (nm0512642)>, <Person: Julie Gregg (nm0339589)>, <Person: Ardell Sheridan (nm0792132)>, <Person: Simonetta Stefanelli (nm0824940)>, <Person: Angelo Infanti (nm0408636)>, <Person: Corrado Gaipa (nm0301403)>, <Person: Franco Citti (nm0162948)>, <Person: u'Saro Urz\xec' (u'nm0882237')>, <Person: Chris Anastasio (nm0025702)>, <Person: Norm Bacchiocchi (nm5981184)>, <Person: Max Brandt (nm0104967)>, <Person: Tybee Brascia (nm0012736)>, <Person: Carmine Coppola (nm0178874)>, <Person: Gian-Carlo Coppola (nm0178887)>, <Person: Italia Coppola (nm0178889)>, <Person: Roman Coppola (nm0178910)>, <Person: Sofia Coppola (nm0001068)>, <Person: Don Costello (nm0182539)>, <Person: Robert Dahdah (nm0196872)>, <Person: Richard Fass (nm5217597)>, <Person: Gray Frederickson (nm0292875)>, <Person: Ron Gilbert (nm0003003)>, <Person: Anthony Gounaris (nm0332630)>, <Person: Joe Lo Grippo (nm0342519)>, <Person: Sonny Grosso (nm0343780)>, <Person: Louis Guss (nm0348927)>, <Person: Merril E. Joels (nm2361496)>, <Person: Randy Jurgensen (nm0432921)>, <Person: Tony King (nm0268094)>, <Person: Peter Lemongello (nm1711180)>, <Person: Tony Lip (nm0513401)>, <Person: Frank Macetta (nm0532167)>, <Person: Lou Martini Jr. (nm0553778)>, <Person: Raymond Martino (nm0553937)>, <Person: Joseph Medaglia (nm0575453)>, <Person: Carol Morley (nm0605866)>, <Person: Rick Petrucelli (nm0678385)>, <Person: Joe Petrullo (nm0678393)>, <Person: Burt Richards (nm0723997)>, <Person: Sal Richards (nm0724319)>, <Person: Tom Rosqui (nm0743159)>, <Person: Nino Ruggeri (nm0749429)>, <Person: Frank Sivero (nm0803370)>, <Person: Filomena Spagnuolo (nm0816628)>, <Person: Joe Spinell (nm0818874)>, <Person: Gabriele Torrei (nm0868442)>, <Person: Nick Vallelonga (nm0885014)>, <Person: Ed Vantura (nm0796439)>, <Person: Ron Veto (nm2096458)>, <Person: Matthew Vlahakis (nm1417330)>, <Person: Conrad Yama (nm0945192)>, <Person: Gray Frederickson (nm0292875)>, <Person: Albert S. Ruddy (nm0748665)>, <Person: Robert Evans (nm0263172)>, <Person: Nino Rota (nm0000065)>, <Person: Gordon Willis (nm0932336)>, <Person: William Reynolds (nm0722000)>, <Person: Peter Zinner (nm0957038)>, <Person: Louis DiGiaimo (nm0226544)>, <Person: Andrea Eastman (nm0247622)>, <Person: Fred Roos (nm0740407)>, <Person: Dean Tavoularis (nm0851790)>, <Person: Warren Clymer (nm0167428)>, <Person: Philip Smith (nm0809602)>, <Person: Anna Hill Johnstone (nm0426895)>, <Person: Philip Leto (nm0504717)>, <Person: Phil Rhodes (nm0722504)>, <Person: Dick Smith (nm0004615)>, <Person: Fred C. Caruso (nm0142301)>, <Person: Valerio De Paolis (nm0210832)>, <Person: Ned Kopp (nm0002859)>, <Person: Tony Brandt (nm0105010)>, <Person: Fred T. Gallo (nm0303031)>, ...]",[<Person: Francis Ford Coppola (nm0000338)>],"[Crime, Drama]",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,"[When the aging head of a famous crime family decides to transfer his position to one of his subalterns, a series of unfortunate events start happening to the family, and a war begins between all the well-known families leading to insolence, deportation, murder and revenge, and ends with the favorable successor being finally chosen., The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Micheal, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Micheal seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Micheal to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart., Michael, the young and idealistic son of Vito Corleone, the head of the most powerful Mafia clan in New York, returns home as a war hero and is determined to live his own life. But tragic circumstances make him face the legacy of his family., The story begins as ""Don"" Vito Corleone, the head of a New York Mafia ""family"", oversees his daughter's wedding with his wife Carmela. His beloved son Michael has just come home from the war, but does not intend to become part of his father's business. Through Michael's life the nature of the family business becomes clear. The business of the family is just like the head of the family, kind and benevolent to those who give respect, but given to ruthless violence whenever anything stands against the good of the family. Don Vito lives his life in the way of the old country, but times are changing and some don't want to follow the old ways and look out for community and ""family"". An up and coming rival of the Corleone family wants to start selling drugs in New York, and needs the Don's influence to further his plan. The clash of the Don's fading old world values and the new ways will demand a terrible price, especially from Michael, all for the sake of the family., Vito Corleone is the aging don (head) of the Corleone Mafia Family. His youngest son Michael has returned from WWII just in time to see the wedding of Connie Corleone (Michael's sister) to Carlo Rizzi. All of Michael's family is involved with the Mafia, but Michael just wants to live a normal life. Drug dealer Virgil Sollozzo is looking for Mafia families to offer him protection in exchange for a profit of the drug money. He approaches Don Corleone about it, but, much against the advice of the Don's lawyer Tom Hagen, the Don is morally against the use of drugs, and turns down the offer. This does not please Sollozzo, who has the Don shot down by some of his hit men. The Don barely survives, which leads his son Michael to begin a violent mob war against Sollozzo and tears the Corleone family apart.]",1972-03-24,10500.0,An offer you can't refuse.,"[{u'url': u'http://video-http.media-imdb.com/MV5BMTYxOTE1MzA2MF5BMTFeQW1wNF5BbWU3MDc3MTA4NDc@.mp4?Expires=1479524287&Signature=Mu7rqdci-YO3DKaA3kBw3kyTzSsYfGwAaWtOSuiK8vPWn4eyKdfUN7C7YRdLgDRr3SSrN7p9UcaljqNk7PevFcqpyNuQP5eLnqikj2oSp5gghX7xFrGWsD7wvJ~gMqZYeIKwiUm6zLvvFNe-FelHB7ii6VZcKc33sMrFf3vuvZw_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'HD 720p'}, {u'url': u'http://video-http.media-imdb.com/MV5BMjMyOTYzNDk4MV5BMTFeQW1wNF5BbWU3MDUxMTA4NDc@.mp4?Expires=1479524287&Signature=Q5CJDXTC42Zr59zhsIJHKPe-1rh1prjL0evyJWxF0weORmobSFmSciwIavHmMjqYYyks2KrOf8yhPW38d9e2jcCJ2KQjMUyNTa50SwP3zgrt3hkg8maDcXGB4B-kEi9wdb-ThoNtOojG1OMHm-pmmdCbzIibg4Sbnh0EhGHLt1w_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'iPhone 3G'}, {u'url': u'http://video-http.media-imdb.com/MV5BMTU1OTQzMzcwOF5BMTFeQW1wNF5BbWU3MDA1MTA4NDc@.mp4?Expires=1479524287&Signature=Gc67Kp22fuyHd18qx2jYdo9rhpCepswthbFO1TeTD4zxyGeP90ahuNImm05lccD2ejcdG1RqBzIpYyKAmzm6lddA6Oj4IfF-RnqfavnGME~p-WUzeGMuvKKo3-Jf1UYHDKM~S276RWjwJWJXVR5tDEcPHU3h1f5Qj423Jib4YxE_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'H.264 Fire 600'}, {u'url': u'http://video-http.media-imdb.com/MV5BMTQyOTIwMDIxNV5BMTFeQW1wNF5BbWU3MDE1MTA4NDc@.mp4?Expires=1479524287&Signature=168pM3q~M1IXUiEKi8v4HvPBt4iI7ama2RswgebQeyXbvG8-747tzgCppZUEr-k7fDZ4zuER-hu7m5mcXPytBBe0Bpk8ZR2Lvqo7SMM432cQx-HYRR2L9JZCsS1KfGo~4PZDOZdOj1VuEdDHJB0Eo8feOwak8ZmkXuajKGfrcv4_&Key-Pair-Id=APKAILW5I44IHKUN2DYA', u'format': u'HD 480p'}]","[<Person: Mario Puzo (nm0701374)>, <Person: Francis Ford Coppola (nm0000338)>]"
True,810181,9.0,tt0071562,The Godfather: Part II,feature,1974,"[<Person: Al Pacino (nm0000199)>, <Person: Robert De Niro (nm0000134)>, <Person: Robert Duvall (nm0000380)>, <Person: Diane Keaton (nm0000473)>]",R,[],"[<Person: Francis Ford Coppola (nm0000338)>, <Person: Al Pacino (nm0000199)>, <Person: Robert Duvall (nm0000380)>, <Person: Diane Keaton (nm0000473)>, <Person: Robert De Niro (nm0000134)>, <Person: John Cazale (nm0001030)>, <Person: Talia Shire (nm0001735)>, <Person: Lee Strasberg (nm0833448)>, <Person: Michael V. Gazzo (nm0311155)>, <Person: G.D. Spradlin (nm0819525)>, <Person: Richard Bright (nm0109175)>, <Person: Gastone Moschin (nm0608311)>, <Person: Tom Rosqui (nm0743159)>, <Person: Bruno Kirby (nm0456124)>, <Person: Frank Sivero (nm0803370)>, <Person: Francesca De Sapio (nm0211495)>, <Person: Morgana King (nm0455088)>, <Person: Marianna Hill (nm0384494)>, <Person: Leopoldo Trieste (nm0872689)>, <Person: Dominic Chianese (nm0156940)>, <Person: Amerigo Tot (nm0869293)>, <Person: Troy Donahue (nm0001148)>, <Person: John Aprea (nm0032501)>, <Person: Joe Spinell (nm0818874)>, <Person: James Caan (nm0001001)>, <Person: Abe Vigoda (nm0001820)>, <Person: Tere Livrano (nm0515372)>, <Person: Gianni Russo (nm0751625)>, <Person: Maria Carta (nm0141404)>, <Person: Oreste Baldini (nm0049764)>, <Person: Giuseppe Sillato (nm0798077)>, <Person: Mario Cotone (nm0182876)>, <Person: James Gounaris (nm0332631)>, <Person: Fay Spain (nm0816670)>, <Person: Harry Dean Stanton (nm0001765)>, <Person: James Murdock (nm0048371)>, <Person: Carmine Caridi (nm0137142)>, <Person: Danny Aiello (nm0000732)>, <Person: Carmine Foresta (nm0286148)>, <Person: Nick Discenza (nm0228294)>, <Person: Joseph Medaglia (nm0575453)>, <Person: William Bowers (nm0101115)>, <Person: Joseph Della Sorte (nm0217394)>, <Person: Carmen Argenziano (nm0034492)>, <Person: Joe Lo Grippo (nm0342519)>, <Person: Ezio Flagello (nm0280831)>, <Person: Livio Giorgi (nm0320400)>, <Person: Kathleen Beller (nm0000898)>, <Person: Saveria Mazzola (nm0563636)>, <Person: Tito Alba (nm0016199)>, <Person: Johnny Naranjo (nm0621221)>, <Person: Elda Maida (nm0537379)>, <Person: Salvatore Po (nm0687785)>, <Person: Ignazio Pappalardo (nm0660568)>, <Person: Andrea Maugeri (nm0560848)>, <Person: Peter LaCorte (nm0480225)>, <Person: Vincent Coppola (nm0178919)>, <Person: Peter Donat (nm0232194)>, <Person: Tom Dahlgren (nm0197080)>, <Person: Paul B. Brown (nm0114407)>, <Person: Phil Feldman (nm0271093)>, <Person: Roger Corman (nm0000339)>, <Person: Ivonne Coll (nm0171583)>, <Person: Joe De Nicola (nm0210568)>, <Person: Edward Van Sickle (nm0887980)>, <Person: Gabriella Belloni (nm0069202)>, <Person: Richard Watson (nm0914846)>, <Person: Venancia Grangerard (nm0335090)>, <Person: Erica Yohn (nm0948361)>, <Person: Teresa Tirelli (nm0864227)>, <Person: Italia Coppola (nm0178889)>, <Person: Roman Coppola (nm0178910)>, <Person: Sofia Coppola (nm0001068)>, <Person: Victor Pujols Faneyte (nm2181109)>, <Person: Julie Gregg (nm0339589)>, <Person: Larry Guardino (nm0345343)>, <Person: Buck Houghton (nm0396443)>, <Person: Karyn Jansen (nm7785468)>, <Person: Ken Koc (nm0462226)>, <Person: u'Sh\xf4 Kosugi' (u'nm0467563')>, <Person: Gary Kurtz (nm0476030)>, <Person: Alan Lee (nm4556632)>, <Person: Laura Lyons (nm0529104)>, <Person: Paul Martino Jr. (nm0553885)>, <Person: Connie Mason (nm0556654)>, <Person: Richard Matheson (nm0558577)>, <Person: John Megna (nm0576345)>, <Person: Frank Pesce (nm0675887)>, <Person: Jay Rasumny (nm0711564)>, <Person: Hank Robinson (nm0732667)>, <Person: Carmelo Russo (nm4040077)>, <Person: Tony Sirico (nm0802831)>, <Person: Filomena Spagnuolo (nm0816628)>, <Person: Julian Voloshin (nm0901692)>, <Person: Francis Ford Coppola (nm0000338)>, <Person: Gray Frederickson (nm0292875)>, <Person: Fred Roos (nm0740407)>, <Person: Mona Skager (nm0803752)>, <Person: Robert Evans (nm0263172)>, <Person: Nino Rota (nm0000065)>, ...]",[<Person: Francis Ford Coppola (nm0000338)>],"[Crime, Drama]","The early life and career of Vito Corleone in 1920s New York is portrayed while his son, Michael, expands and tightens his grip on his crime syndicate stretching from Lake Tahoe, Nevada to pre-revolution 1958 Cuba.","[The continuing saga of the Corleone crime family tells the story of a young Vito Corleone growing up in Sicily and in 1910s New York; and follows Michael Corleone in the 1950s as he attempts to expand the family business into Las Vegas, Hollywood and Cuba., The life of Vito Corleone is shown as he becomes from a boy born in Sicily to one of the most respected mafia dons of New York while Micheal attempts to expand his business empire into Las Vegas, Florida and pre-revolution Cuba while facing his own personal problems trying to keep his collapsing marriage and relationship with his brother intact., The continuation of the Godfather saga with two focuses: the ongoing story of the Corleone family, and Michael in particular, and Vito Corleone's (Michael's father) backstory. Regarding the ongoing Michael Corleone story, it is about seven years since the events that concluded The Godfather. With the murders of the heads of the other four New York / New Jersey families, the Corleone family has unassailable control in New York. The move to Nevada went smoothly and Michael Corleone controls several hotels and casinos in the state. Frank Pentageli, the man who runs Michael's interests in New York, comes to Michael, asking if he can take out the Rosato Brothers as they are infringing on Pentageli's turf and business interests. However, the Rosatos are backed by Hyman Roth, a business partner of Michael's and a long- time ally of Michael's father, Vito Corleone, and Michael refuses. An attempted assassination attempt is then carried out on Michael's life, in his own home. Michael investigates who is trying to kill him, and suspects that there is a traitor in his family. Meanwhile. Michael and Hyman Roth fly to Cuba to finalise some business deals there. The Cuban trip reveals all. In a story interwoven with the present day, we see the backstory to Vito Corleone. From how his parents and brother were murdered by a Don in their home town of Corleone in Sicily, to his escaping, as a boy, to New York, his adult life and his rise to Don Corleone.]",1974-12-20,12120.0,,"[{u'url': u'http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e86789&bitrateid=461&vendorid=102&type=.mp4', u'format': u'H.264 480x270'}, {u'url': u'http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e86789&bitrateid=472&vendorid=102&type=.mp4', u'format': u'H.264 640x360'}]","[<Person: Francis Ford Coppola (nm0000338)>, <Person: Mario Puzo (nm0701374)>]"
