Company,Job,Location,Salary
IBM,Digital & Performance Marketing Professional - Analytics and...,"New York, NY",0
POLICE DEPARTMENT,Data Analytics Research Scientist,"New York, NY","$70,286 - $88,213 a year"
Harnham,Data Scientist - Financial Services,"New York, NY","$150,000 a year"
ITG,Quantitative Analyst – Smart Order Router,"New York, NY 10017 (Midtown area)",0
UJA Federation of New York,Data Analysis and Reporting Manager,"New York, NY 10022 (Midtown area)",0
"Two Sigma Investments, LLC.",Quantitative Researcher in Machine Learning,"New York, NY",0
Yahoo! Inc.,Research Scientist,"New York, NY",0
The Nielsen Company,Sr. Data Scientist,"New York, NY 10003 (Greenwich Village area)",0
Wade & Wendy,Sr. Data Scientist,"New York, NY",0
Deloitte,Insurance AAE Big Data Senior Consultant,"New York, NY",0
Aetna,Data Scientist/Sr Informatics,"New York, NY 10010 (Gramercy area)",0
NYU Langone Medical Center,Data Analyst (procurement),"New York, NY",0
Google,"Machine Learning Deployment Engineer, Professional Services,...","New York, NY 10011 (Chelsea area)",0
Gro Intelligence,Research Analyst,"New York, NY",0
Manifest,Data Intelligence Analyst,"New York, NY",0
IBM Kenexa,Digital & Performance Marketing Professional - Analytics and...,"New York, NY",0
Albert Einstein College of Medicine,Research Computing Specialist,"Bronx, NY",0
"Two Sigma Investments, LLC.","Quantitative Software Engineer, Feature Modeling Analytics","New York, NY",0
Kate Spade & Company,Data Analyst,"New York, NY",0
AIG,"Director, Data Scientist/Modeler","New York, NY",0
Rocket Fuel Inc.,Software Engineer - Machine Learning & Artificial Intelligen...,"New York, NY",0
Averity,Mid-level Data Scientist For Top Travel Company,"New York, NY","$90,000 - $110,000 a year"
Morgan Stanley,Equity Research - Analyst Solutions Team,"New York, NY 10032 (Washington Heights area)",0
Columbia University,Associate Research Scientist/Research Scientist/Senior Resea...,"New York, NY",0
Mondo,Quantitative Analyst/Analytics Forecaster,"Montvale, NJ",0
CrowdFlower,Account Executive (AE) - New York,"New York, NY",0
Foursquare,Enterprise Product Marketing Manager,"New York, NY",0
DEPT OF HEALTH/MENTAL HYGIENE,"Recruitment Coordinator, World Trade Center Health Registry","Manhattan, NY","$70,286 - $88,213 a year"
ReWork,Executive Associate,"New York, NY 10018 (Clinton area)",0
Reed Elsevier,Technology Research Director,"New York, NY",0
Mount Sinai Health System,ASSOCIATE RESEARCHER II,"New York, NY 10029 (Yorkville area)",0
NYU Langone Medical Center,Simulation Facilitator,"New York, NY",0
CONSUMER AFFAIRS,"Modeler/Data Scientist, Policy and Strategy","Manhattan, NY","$59,708 - $72,246 a year"
Capital One,Senior Quantitative Analyst,"New York, NY",0
Google,"Research Scientist, Machine Learning and Intelligence","New York, NY 10011 (Chelsea area)",0
Weill Cornell Medical College,"Administrator, Dalio Institute","New York, NY",0
Hudson Data,Sr. Data Scientist,"New York, NY",0
Mount Sinai Health System,HPC ADMINISTRATOR,"New York, NY 10029 (Yorkville area)",0
Hudson Data,Data Science Instructor,"New York, NY",0
KPMG,Sr Associate - Data Scientist,"New York, NY 10154 (Midtown area)",0
New York Genome Center,Senior Strategic Alliance Manager - Industry Cancer Genomics...,"New York, NY 10013 (Tribeca area)",0
NYU Langone Medical Center,Program Associate,"New York, NY",0
Chicago Bridge & Iron Company,Environmental Scientist,"New York, NY",0
EXL,Senior Analytics Consultant,"Jersey City, NJ",0
S&P GLOBAL MARKET INTELLIGENCE,Senior Quantitative Analyst,"New York, NY 10002 (Lower East Side area)",0
Hudson River Trading,Systems Developer,"New York, NY 10005 (Financial District area)",0
JPMorgan Chase,J.P. Morgan Chase Institute Markets Research Analyst - New Y...,"New York, NY",0
Continuum,Client Facing Consultant - Python Developer,"New York, NY",0
Delos,Mathematical Statistician,"New York, NY 10014 (West Village area)",0
Memorial Sloan Kettering Cancer Center,"Postdoc - Clinical Research, Cancer Genomics","New York, NY 10065 (Upper East Side area)",0
NYU Langone Medical Center,Project Manager,"New York, NY",0
Allergan,Sr. Clinical Scientist,"Jersey City, NJ",0
NYU Langone Medical Center,Master Data Management Development Lead,"New York, NY",0
NYU Langone Medical Center,Research Data Associate,"New York, NY",0
The CW Network,Sales Research Analyst,"New York, NY",0
AETEA Information Technology,Quantitative Modeler/Analyst,"New York, NY",0
Oliver Wyman Group,"Research Analyst, Wealth and Asset Management Practice","New York, NY",0
Linium,Big Data Engineer - Data Warehouse,"Brooklyn, NY 11201",0
Fitch Ratings,"Quantitative Analyst, Public Finance","New York, NY",0
Hiya,Data Product Manager,"New York, NY",0
Smith & Keller,Python / Machine Learning Engineer,"Manhattan, NY",0
"Numeric, LLC","Senior Associate, Data Scientist","New York, NY",0
W2O Group,Data Scientist,"New York, NY",0
Lux Research,"Research Analyst - Robotics, AI and Machine Learning","New York, NY",0
Firmenich Inc.,"SCIENTIST - Cell biology, GPCR HTS assay dev.","New York, NY 10016 (Gramercy area)",0
Wade & Wendy,Back End Engineer,"New York, NY",0
Aetna,Lead Data Scientist,"New York, NY 10016 (Gramercy area)",0
Quartet,Data Platform Engineer,"New York, NY 10018 (Clinton area)",0
Xaxis,Analyst,"New York, NY",0
Sudler& Hennessey,Financial Analyst,"New York, NY",0
Columbia University,Senior Technician - CLM,"New York, NY",$886 a week
Weill Cornell Medical College,Payer Compliance Analyst,"New York, NY",0
Averity,Senior Data Scientist,"New York, NY","$125,000 - $175,000 a year"
7Park Data,Senior Data Scientist,"New York, NY",0
Memorial Sloan Kettering,Senior Research Assistant - Immune Monitoring Facility,"New York, NY",0
DEPT OF ENVIRONMENT PROTECTION,City Research Scientist,"New York, NY","$70,286 - $88,213 a year"
AT&T,Senior Inventive Scientist (Labs Big Data Research),"New York, NY",0
AudienceScience,Client Platform Support Analyst,"New York, NY",0
POLICE DEPARTMENT,"Coordinator / Lead Scientist, Municipal Storm Sewer Systems","New York, NY","$78,630 - $103,332 a year"
OppenheimerFunds,AVP Intermediate Research Analyst,"New York, NY",0
NFL - National Football League,Freelance Research Analyst,"New York, NY 10154 (Midtown area)",0
JW Player,Data Engineer,"New York, NY 10018 (Clinton area)",0
Weill Cornell Medical College,Database & Application Specialist,"New York, NY",0
NBCUniversal,Research Analyst,"New York, NY",0
Intersection,"Software Engineer, Machine Learning","New York, NY",0
Selby Jennings,Quantitative Analyst - Multiple Vacancies,"New York, NY 10167 (Midtown area)","$120,000 a year"
Schrodinger,Machine Learning Engineer,"New York, NY",0
Memorial Sloan Kettering Cancer Center,Senior Research Pathologist/Scientist,"New York, NY 10065 (Upper East Side area)",0
Clarifai,Senior Machine Learning Engineer,"New York, NY 10010 (Gramercy area)",0
Citi,"ICG Client Analytics, Full Time Associate Statistician (Nort...","New York, NY",0
ExecThread,Lead Data Scientist,"New York, NY",0
HRA/DEPT OF SOCIAL SERVICES,SENIOR RESEARCH ASSOCIATE,"Manhattan, NY","$78,630 - $90,000 a year"
Intersection,Data Analytics Manager,"New York, NY",0
Wade & Wendy,Wade & Wendy_Data Scientist/Engineer,"New York, NY","$80,000 - $120,000 a year"
Amyx,"SEC JourneyMan Statistician, Quantitative Analytics Unit Tea...","New York, NY",0
TripleMint,Senior Data Scientist,"New York, NY",0
Goldman Sachs,"Cross Asset Quantitative Strategist, Analyst/Associate in Ne...","New York, NY",0
Major League Baseball Advanced Media,Senior Data Scientist,"New York, NY",0
Selby Jennings,FTR Quantitative Risk Analyst,"New York, NY 10167 (Midtown area)","$90,000 - $180,000 a year"
Averity,Senior Systematic Quantitative Analyst - Multi-billion Dolla...,"New York, NY","$180,000 - $220,000 a year"
"Source of Future Technology, Inc.",Tableau Consultant,"New York, NY",0
ITG,Analytical Products & Research Summer Analyst,"New York, NY 10017 (Midtown area)",0
DataKind,Data Science Manager,"New York, NY",0
Young & Rubicam Group,Marketing Statistical Analyst,"New York, NY",0
BNY Mellon,"Analyst I, Manager Research","New York, NY",0
NYU Langone Medical Center,Research Project Manager,"New York, NY",0
Colgate-Palmolive,Statistical Demand Planner,"New York, NY 10022 (Midtown area)",0
New York City Department of Health and Mental Hygi...,Senior Analyst (Biostatistician or Epidemiologist),"Long Island City, NY 11101","$76,340 - $100,322 a year"
Klein Hersh International,Quantitative Scientist,"New York, NY",0
NYU Langone Medical Center,Senior Financial Analyst,"New York, NY",0
Columbia University,Database Programmer/Developer,"New York, NY",0
ESPN,Senior Research Analyst,"New York, NY 10036 (Clinton area)",0
Mount Sinai Health System,Associate Researcher II - Immunobiology,"New York, NY 10029 (Yorkville area)",0
MDRC,Technical Research Analyst,"New York, NY 10016 (Gramercy area)",0
Global Nest LLC,Business (Data) Analyst,"New York, NY",0
NYU Langone Medical Center,Associate IT Service Management Analyst,"New York, NY",0
Northwell Health,Research Scientist (Bioinformatician) – Pediatric Genetics,"Manhasset, NY",0
DEPARTMENT OF PROBATION,College Aide,"Manhattan, NY",$9.75 - $14.15 an hour
Delve,Project Manager and Research Analyst Intern,"New York, NY",0
Merck,"Senior Scientist, Quantitative Pharmacology and Pharmacometr...","Kenilworth, NJ",0
Mindshare,Senior Associate,"New York, NY 10018 (Clinton area)",0
WeWork,Data Scientist (geospatial),"New York, NY 10005 (Financial District area)",0
Kelton Global,"Analyst, Quantitative Research","New York, NY",0
The Real Deal,Research Analyst,"New York, NY 10001 (Chelsea area)","$40,000 a year"
Weill Cornell Medical College,Radiologist Assistant,"New York, NY",0
S&P Global Ratings,Director - Innovation Lab Data Scientist,"New York, NY 10002 (Lower East Side area)",0
Voya Financial,Junior Quantitative Analyst – Global Portfolio Solutions,"New York, NY",0
Penton,Defense Analyst Research Intern,"New York, NY",0
PlaceIQ,Reporting Analyst,"New York, NY",0
Citi,Market Risk Analytics – Quantitative Analyst,"New York, NY",0
BuzzFeed,Director of Data Science,"New York, NY",0
NYU Langone Medical Center,Associate Performance Analyst,"New York, NY",0
Viacom,SENIOR DATA SCIENTIST,"New York, NY",0
Sudler& Hennessey,Business Strategy & Digital Analyst,"New York, NY",0
PricewaterhouseCoopers LLC,Halo Insurance Data Science Manager,"New York, NY 10002 (Lower East Side area)",0
All-In Analytics,Head of Machine Learning Big Data,"New York, NY",0
DEPARTMENT OF FINANCE,Policy Data Analyst,"Manhattan, NY","$68,239 - $80,000 a year"
AdTheorent,Machine Learning Engineer,"New York, NY",0
"Amazon Web Services, Inc.",Research Scientist,"New York, NY",0
L'Oreal USA,"L'Oreal USA, Data Activation & DMP Lead","New York, NY",0
Smith Arnold Partners,Research Analyst,"New York, NY","$50,000 - $65,000 a year"
Natural Resources Defense Council,Environmental Justice and Health Science Fellow,"New York, NY 10011 (Chelsea area)",0
Visiting Nurse Service of New York,Statistical Analyst - Bundled Payments,"Manhattan, NY",0
VISITING NURSE SERVICE OF NEW YORK,Senior Research Scientist,"Manhattan, NY",0
Socure,Senior Data Scientist,"New York, NY",0
Eyeview,"Decision Scientist, Real-Time Bidding Strategy","New York, NY 10011 (Chelsea area)",0
Brooklyn Data Science,"VP Advanced Analytics, Research Analyst, SQL Analyst at Ipso...","New York, NY",0
Columbia University,Associate Research Scientist,"New York, NY",0
Newsela,Director of Data Science,"New York, NY",0
NYU Langone Medical Center,Psychology Assistant,"New York, NY",0
Big Cloud,Data Scientist,"New York, NY","$150,000 a year"
"Brooks Brothers Group, Inc",Senior CRM Analyst - Statistician - Advanced Analytics,"New York, NY",0
Workbridge Associates,Data Science Engineer,"New York, NY","$145,000 - $185,000 a year"
"Two Sigma Investments, LLC.",Quantitative Research Associate,"New York, NY",0
Michael Page US,Quantitative Analyst,"New York, NY",0
Twentieth Century Fox,"Analyst, Ad Sales Research","New York, NY",0
NYU Langone Medical Center,"Senior Manager - Strategy, Planning, and Business Developmen...","New York, NY",0
"Beckman Coulter, Inc.",Field Service Engineer,"New York, NY",0
Investor Analytics,Financial Engineer / Quantitative Analyst,"New York, NY 10004 (Financial District area)",0
RBC,Quantitative Analyst - Associate,"New York, NY",0
Barclays,VP Quantitative Analyst,"New York, NY",0
Datacom Technology Group,Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...,"New York, NY 10022 (Midtown area)","$200,000 a year"
FGP International,Sr. Data Scientist - 22148,"New York, NY",0
NYU Langone Medical Center,"FGP Medical Records Clerk - Great Neck, NY (LONG ISLAND)","Great Neck, NY 11023",0
Mount Sinai Health System,Associate Researcher I - Psychiatry,"New York, NY 10029 (Yorkville area)",0
Helix Sleep,Senior Data Analyst,"New York, NY",0
New York Botanical Garden,Project Coordinator,"Bronx, NY 10458 (Fordham area)",0
NexusCW,Senior Research Associate,"Summit, NJ",0
Capital One,Principal Quantitative Analyst,"New York, NY",0
L'Oreal USA,Scientist or Senior Scientist – Instrumental Evaluation,"Clark, NJ 07066",0
NYU Langone Medical Center,EDC/eCRF Developer,"New York, NY",0
Illinois Technology Association,GrubHub - Data Engineer,"New York, NY",0
Flatiron Health,Quantitative Scientist,"New York, NY 10012 (Little Italy area)",0
Columbia University,Research Staff Assistant,"New York, NY","$33,650 a year"
Twentieth Century Fox,"Junior Analyst, Sports Research","New York, NY",0
Fitch Ratings,Quantitative Analyst,"New York, NY",0
Google,"Quantitative Analyst Intern, Summer 2017","New York, NY 10011 (Chelsea area)",0
"Amazon Web Services, Inc.",Applied Scientist,"New York, NY",0
Averity,Lead Data Scientist for Top Travel Global Company,"New York, NY","$120,000 - $150,000 a year"
Mount Sinai Health System,STATISTICIAN - FULL TIME - DAYS - CANCER CENTER WHELAN RESEA...,"New York, NY 10019 (Midtown area)",0
Mindshare,"Senior Associate, International","New York, NY 10018 (Clinton area)",0
NYU Langone Medical Center,Project Coordinator,"New York, NY",0
Major League Baseball Advanced Media,"Software Architect, Sports Data","New York, NY",0
Bombfell,Buyer,"New York, NY",0
AIG,Computer Vision Scientist,"New York, NY",0
Execu | Search,Quantitative Analyst - Portfolio Research,"New York, NY","$100,000 - $250,000 a year"
Planet Pharma,Biostatistician/Statistical Programmer - Junior Level,"Woodcliff Lake, NJ",0
ICAP at Columbia University,Statistician SAS Programmer,"New York, NY 10032 (Washington Heights area)",0
MUFG,Quantitative Analyst Risk Analytics Model Validation - AVP/A...,"New York, NY",0
Weill Cornell Medical College,Revenue Cycle Administrator,"New York, NY",0
Selby Jennings,Quantitative Research – Machine Learning,"New York, NY 10167 (Midtown area)","$150,000 - $250,000 a year"
TW Staffing Solutions,Data Scientist,"New York, NY","$199,000 a year"
SigOpt,Technical Engagement Manager,"New York, NY",0
Mount Sinai Health System,ASSOCIATE SCIENTIST,"New York, NY 10029 (Yorkville area)",0
Microsoft,Senior RSDE,"New York, NY",0
Insticator Inc,Data Analyst/Scientist,"New York, NY 10018 (Clinton area)",0
Green Key Resources,Research Analyst,"New York, NY 10016 (Gramercy area)","$70,000 - $90,000 a year"
New York University College of Dentistry,"POSTDOCTORAL ASSOCIATE, Microbiome, NYU COLLEGE OF DENTISTRY","New York, NY",0
Averity,Sr. Data Scientist for Top Travel Company,"New York, NY","$100,000 - $120,000 a year"
JGR Capital Partners,Equity Research Analyst,"New York, NY 10022 (Midtown area)",0
Squarespace,Data Scientist,"New York, NY 10014 (West Village area)",0
OnDeck,Data Scientist,"New York, NY",0
EQUAL EMPLOY PRACTICES COMM,Director of Research Initiatives and Public Hearings,"Manhattan, NY","$87,768 - $100,933 a year"
Wade & Wendy,Full Stack Machine Learning Engineer,"New York, NY",0
Mount Sinai Health System,Associate Computational Scientist - Oncological Sciences,"New York, NY 10029 (Yorkville area)",0
Clarifai,"Senior Research Scientist, Deep Learning","New York, NY 10010 (Gramercy area)",0
Memorial Sloan Kettering,Product Designer - MSK Data Products,"New York, NY",0
Columbia University,Staff Associate,"New York, NY",0
Smith Hanley Associates,Data Scientist,"New York, NY","$75,000 - $90,000 a year"
DEPARTMENT OF FINANCE,Modeler/Policy Analyst,"Manhattan, NY","$68,239 - $78,475 a year"
HyperScience,Machine Learning Engineer,"New York, NY",0
FactSet Research Systems,Software Engineer - Machine Learning and Language Technologi...,"New York, NY 10016 (Gramercy area)",0
Accenture,Analytics Strategy & Transformation Manager (CPG/Retail),"New York, NY 10011 (Chelsea area)",0
NYU Langone Medical Center,Student Research Intern,"New York, NY",0
EcoHealth Alliance,Research Assistant,"Manhattan, NY",0
"Savills Studley, Inc.",Research Analyst,"New York, NY 10022 (Midtown area)",0
